EventNo	x	y	yReversed	Player	Type	x_m	y_m	DistanceFromBall	Speed (m/s)	TimeToBall (s)	Man in Possession	Pressure Lookup	TeamOnBall	Oppositoin xPressure	Count	Team	Position	Notes	Prior x (m)	Prior y (m)	Distance (m)	Speed (m/s)	Direction	Data Complete?
21	78.9	70.8	29.2	Joseph Gomez	Liverpool	82.9	48.1	17.1	3.7	2.9	0	0.000	1	0.000	8	Liverpol	LB		82.7	49.6	1.4	#ARG!		1
21	58.0	74.2	25.8	Philippe Coutinho	Liverpool	60.9	50.5	22.1	3.7	3.6	0	0.000	1	0.000	9	Liverpol	AML		58.9	49.2	2.4	#ARG!		1
21	43.6	53.2	46.8	Christian Benteke	Liverpool	45.7	36.1	29.0	3.7	4.6	0	0.000	1	0.000	10	Liverpol	FWC		40.7	35.3	5.1	#ARG!		1
21	94.1	48.9	51.1	Simon Mignolet	Liverpool	98.8	33.3	24.2	3.7	3.9	0	0.000	1	0.000	11	Liverpol	GK	Not in View	97.5	33.3	1.3	#ARG!		1
21	80.0	73.7	26.3	Mesut Özil	Arsenal	84.0	50.1	19.4	3.7	3.2	0	0.000	0	0.000	1	Arsenal	AMC		82.9	53.5	3.6	#ARG!		1
21	72.7	71.8	28.2	Olivier Giroud	Arsenal	76.3	48.9	15.8	3.7	2.7	0	0.000	0	0.000	2	Arsenal	FWC		76.7	54.4	5.6	#ARG!		1
21	66.6	85.8	14.2	Héctor Bellerín	Arsenal	69.9	58.3	25.7	3.7	4.1	0	0.000	0	0.000	3	Arsenal	RB		74.2	60.5	4.8	#ARG!		1
21	72.7	51.6	48.4	Aaron Ramsey	Arsenal	76.3	35.1	2.6	3.7	0.7	0	0.300	0	0.300	4	Arsenal	AMR		75.4	41.0	6.0	#ARG!		1
21	74.3	45.3	54.7	Alexis Sánchez	Arsenal	78.0	30.8	4.1	3.7	1.1	0	0.100	0	0.100	5	Arsenal	AML		77.6	36.1	5.4	#ARG!		1
21	67.0	50.8	49.2	Francis Coquelin	Arsenal	70.3	34.5	4.5	3.7	1.1	0	0.100	0	0.100	6	Arsenal	CMR		63.2	40.8	9.5	#ARG!		1
21	61.1	59.7	40.3	Santiago Cazorla	Arsenal	64.1	40.6	12.9	3.7	2.3	0	0.000	0	0.000	7	Arsenal	CML		63.2	46.3	5.8	#ARG!		1
21	60.0	32.4	67.6	Nacho Monreal	Arsenal	63.0	22.0	16.1	3.7	2.8	0	0.000	0	0.000	8	Arsenal	LB		57.2	20.8	5.9	#ARG!		1
21	51.1	63.4	36.6	Calum Chambers	Arsenal	53.6	43.1	23.3	3.7	3.8	0	0.000	0	0.000	9	Arsenal	CBR		48.6	46.3	6.0	#ARG!		1
21	48.4	51.6	48.4	Gabriel	Arsenal	50.8	35.1	23.9	3.7	3.9	0	0.000	0	0.000	10	Arsenal	CBL		48.6	38.3	3.9	#ARG!		1
21	13.0	48.2	51.8	Petr Cech	Arsenal	13.7	32.7	60.9	3.7	9.2	0	0.000	0	0.000	11	Arsenal	GK	GK Not in View	13.7	32.9	0.2	#ARG!		1
22	64.3	41.6	58.4	Ball	Ball	67.5	28.3								1				74.6	33.1	8.6	#ARG!		1
22	64.8	41.1	58.9	Roberto Firmino	Liverpool	68.1	27.9	0.7	3.7	0.2	1	0.500	1	0.000	1	Liverpol	AMR		70.3	29.9	3.0	#ARG!		1
22	61.1	63.7	36.3	Emre Can	Liverpool	64.1	43.3	15.4	3.7	2.7	0	0.000	1	0.000	2	Liverpol	CML		68.8	41.7	5.0	#ARG!		1
22	56.4	70.8	29.2	Philippe Coutinho	Liverpool	59.3	48.1	21.5	3.7	3.5	0	0.000	1	0.000	3	Liverpol	AML		60.9	50.5	2.9	#ARG!		1
22	45.2	53.7	46.3	Christian Benteke	Liverpool	47.4	36.5	21.7	3.7	3.6	0	0.000	1	0.000	4	Liverpol	FWC		45.7	36.1	1.7	#ARG!		1
22	66.4	49.5	50.5	James Milner	Liverpool	69.8	33.6	5.8	3.7	1.3	0	0.050	1	0.000	5	Liverpol	CMR		75.6	33.1	5.8	#ARG!		1
22	68.9	51.1	48.9	Lucas Leiva	Liverpool	72.4	34.7	8.1	3.7	1.6	0	0.025	1	0.000	6	Liverpol	CM		75.2	37.9	4.3	#ARG!		1
22	77.9	32.1	67.9	Nathaniel Clyne	Liverpool	81.8	21.8	15.6	3.7	2.7	0	0.000	1	0.000	7	Liverpol	RB		81.6	34.0	12.2	#ARG!		1
22	77.5	43.7	56.3	Martin Skrtel	Liverpool	81.4	29.7	13.9	3.7	2.5	0	0.000	1	0.000	8	Liverpol	CBR		83.4	36.0	6.6	#ARG!		1
22	76.6	60.0	40.0	Dejan Lovren	Liverpool	80.4	40.8	18.0	3.7	3.0	0	0.000	1	0.000	9	Liverpol	CBL		82.1	41.2	1.7	#ARG!		1
22	74.6	69.2	30.8	Joseph Gomez	Liverpool	78.4	47.1	21.7	3.7	3.6	0	0.000	1	0.000	10	Liverpol	LB		82.9	48.1	4.6	#ARG!		1
22	92.5	50.8	49.2	Simon Mignolet	Liverpool	97.1	34.5	30.3	3.7	4.8	0	0.000	1	0.000	11	Liverpol	GK	Not in View	98.8	33.3	2.1	#ARG!		1
22	66.1	42.9	57.1	Francis Coquelin	Arsenal	69.4	29.2	2.1	3.7	0.6	0	0.300	0	0.300	1	Arsenal	CMR		70.3	34.5	5.4	#ARG!		1
22	61.1	40.0	60.0	Nacho Monreal	Arsenal	64.1	27.2	3.5	3.7	1.0	0	0.200	0	0.200	2	Arsenal	LB		63.0	22.0	5.3	#ARG!		1
22	60.7	48.2	51.8	Santiago Cazorla	Arsenal	63.7	32.7	5.8	3.7	1.3	0	0.050	0	0.050	3	Arsenal	CML		64.1	40.6	7.9	#ARG!		1
22	64.8	52.6	47.4	Aaron Ramsey	Arsenal	68.1	35.8	7.5	3.7	1.5	0	0.025	0	0.025	4	Arsenal	AMR		76.3	35.1	8.3	#ARG!		1
22	72.0	36.6	63.4	Alexis Sánchez	Arsenal	75.6	24.9	8.8	3.7	1.7	0	0.025	0	0.025	5	Arsenal	AML		78.0	30.8	6.4	#ARG!		1
22	67.3	61.1	38.9	Olivier Giroud	Arsenal	70.7	41.5	13.6	3.7	2.4	0	0.000	0	0.000	6	Arsenal	FWC		76.3	48.9	9.2	#ARG!		1
22	77.9	70.3	29.7	Mesut Özil	Arsenal	81.8	47.8	24.2	3.7	3.9	0	0.000	0	0.000	7	Arsenal	AMC		84.0	50.1	3.2	#ARG!		1
22	60.5	80.8	19.2	Héctor Bellerín	Arsenal	63.6	54.9	27.0	3.7	4.3	0	0.000	0	0.000	8	Arsenal	RB		69.9	58.3	7.2	#ARG!		1
22	50.9	64.2	35.8	Calum Chambers	Arsenal	53.4	43.7	20.8	3.7	3.4	0	0.000	0	0.000	9	Arsenal	CBR		53.6	43.1	0.6	#ARG!		1
22	48.6	48.7	51.3	Gabriel	Arsenal	51.0	33.1	17.2	3.7	2.9	0	0.000	0	0.000	10	Arsenal	CBL		50.8	35.1	2.0	#ARG!		1
22	11.3	49.7	50.3	Petr Cech	Arsenal	11.8	33.8	56.0	3.7	8.5	0	0.000	0	0.000	11	Arsenal	GK	GK Not in View	13.7	32.7	2.2	#ARG!		1
23	57.0	64.7	35.3	Ball	Ball	59.8	44.0								1				67.5	28.3	17.5	#ARG!		
23	56.4	65.3	34.7	Emre Can	Liverpool	59.3	44.4	0.7	3.7	0.2	1	0.500	1	0.000	1				64.1	43.3	5.0	#ARG!		
23	47.0	58.2	41.8		Liverpool	49.3	39.5	11.4	3.7	2.1	0	0.000	1	0.000	2				0.0	0.0	63.2	#ARG!		
23	57.5	37.6	62.4		Liverpool	60.4	25.6	18.4	3.7	3.1	0	0.000	1	0.000	3				0.0	0.0	65.6	#ARG!		
23	62.0	51.3	48.7		Liverpool	65.1	34.9	10.5	3.7	2.0	0	0.013	1	0.000	4				0.0	0.0	73.8	#ARG!		
23	66.3	49.2	50.8		Liverpool	69.6	33.5	14.4	3.7	2.5	0	0.000	1	0.000	5				0.0	0.0	77.2	#ARG!		
23	54.3	73.7	26.3		Liverpool	57.0	50.1	6.7	3.7	1.4	0	0.050	1	0.000	6				0.0	0.0	75.9	#ARG!		
23	72.1	29.5	70.5		Liverpool	75.7	20.0	28.8	3.7	4.6	0	0.000	1	0.000	7				0.0	0.0	78.4	#ARG!		
23	71.6	46.1	53.9		Liverpool	75.2	31.3	19.9	3.7	3.3	0	0.000	1	0.000	8				0.0	0.0	81.4	#ARG!		
23	72.1	56.6	43.4		Liverpool	75.7	38.5	16.9	3.7	2.9	0	0.000	1	0.000	9				0.0	0.0	85.0	#ARG!		
23	69.1	69.5	30.5		Liverpool	72.6	47.2	13.2	3.7	2.4	0	0.000	1	0.000	10				0.0	0.0	86.6	#ARG!		
23	90.4	49.7	50.3		Liverpool	94.9	33.8	36.5	3.7	5.7	0	0.000	1	0.000	11			Not in View	0.0	0.0	100.7	#ARG!		
23	58.2	62.4	37.6		Arsenal	61.1	42.4	2.1	3.7	0.6	0	0.300	0	0.300	1				0.0	0.0	74.4	#ARG!		
23	53.8	73.9	26.1		Arsenal	56.4	50.3	7.1	3.7	1.5	0	0.050	0	0.050	2				0.0	0.0	75.6	#ARG!		
23	47.5	62.9	37.1		Arsenal	49.9	42.8	10.0	3.7	1.9	0	0.013	0	0.013	3				0.0	0.0	65.7	#ARG!		
23	45.7	52.1	47.9		Arsenal	48.0	35.4	14.6	3.7	2.6	0	0.000	0	0.000	4				0.0	0.0	59.7	#ARG!		
23	54.8	54.2	45.8		Arsenal	57.6	36.9	7.5	3.7	1.5	0	0.025	0	0.025	5				0.0	0.0	68.4	#ARG!		
23	56.4	39.7	60.3		Arsenal	59.3	27.0	17.0	3.7	2.9	0	0.000	0	0.000	6				0.0	0.0	65.1	#ARG!		
23	55.2	35.8	64.2		Arsenal	57.9	24.3	19.8	3.7	3.3	0	0.000	0	0.000	7				0.0	0.0	62.8	#ARG!		
23	68.2	34.2	65.8		Arsenal	71.6	23.3	23.9	3.7	3.9	0	0.000	0	0.000	8				0.0	0.0	75.3	#ARG!		
23	62.3	68.4	31.6		Arsenal	65.4	46.5	6.2	3.7	1.4	0	0.050	0	0.050	9				0.0	0.0	80.3	#ARG!		
23	72.3	63.9	36.1		Arsenal	75.9	43.5	16.1	3.7	2.8	0	0.000	0	0.000	10				0.0	0.0	87.5	#ARG!		
23	9.8	49.2	50.8		Arsenal	10.3	33.5	50.6	3.7	7.7	0	0.000	0	0.000	11			GK Not in View	0.0	0.0	35.0	#ARG!		
24	56.4	62.6	37.4	Ball	Ball	59.3	42.6								1				59.8	44.0	1.5	#ARG!		
24	56.8	63.4	36.6	Olivier Giroud	Arsenal	59.6	43.1	4.2	3.7	1.1	1	0.100	1	0.000	1				0.0	0.0	73.6	#ARG!		
24	54.3	68.2	31.8		Arsenal	57.0	46.3	11.9	3.7	2.2	0	0.000	1	0.000	2				0.0	0.0	73.5	#ARG!		
24	47.5	73.4	26.6		Arsenal	49.9	49.9	11.9	3.7	2.2	0	0.000	1	0.000	3				0.0	0.0	70.6	#ARG!		
24	45.5	65.0	35.0		Arsenal	47.8	44.2	13.5	3.7	2.4	0	0.000	1	0.000	4				0.0	0.0	65.1	#ARG!		
24	45.0	55.5	44.5		Arsenal	47.3	37.8	18.6	3.7	3.1	0	0.000	1	0.000	5				0.0	0.0	60.5	#ARG!		
24	51.3	37.4	62.6		Arsenal	53.8	25.4	5.2	3.7	1.2	0	0.100	1	0.000	6				0.0	0.0	59.5	#ARG!		
24	52.5	59.5	40.5		Arsenal	55.1	40.4	9.4	3.7	1.8	0	0.013	1	0.000	7				0.0	0.0	68.4	#ARG!		
24	54.6	50.0	50.0		Arsenal	57.4	34.0	22.6	3.7	3.7	0	0.000	1	0.000	8				0.0	0.0	66.7	#ARG!		
24	66.1	33.4	66.6		Arsenal	69.4	22.7	9.9	3.7	1.9	0	0.013	1	0.000	9				0.0	0.0	73.0	#ARG!		
24	66.1	65.5	34.5		Arsenal	69.4	44.6	48.7	3.7	7.4	0	0.000	1	0.000	10				0.0	0.0	82.5	#ARG!		
24	11.3	49.7	50.3		Arsenal	11.8	33.8	8.9	3.7	1.7	0	0.025	1	0.000	11				0.0	0.0	35.8	#ARG!		
24	49.3	69.5	30.5		Liverpool	51.8	47.2	10.4	3.7	2.0	0	0.013	0	0.013	1				0.0	0.0	70.1	#ARG!		
24	47.0	61.6	38.4		Liverpool	49.3	41.9	5.3	3.7	1.2	0	0.100	0	0.100	2				0.0	0.0	64.7	#ARG!		
24	53.8	69.7	30.3		Liverpool	56.4	47.4	12.8	3.7	2.3	0	0.000	0	0.000	3				0.0	0.0	73.7	#ARG!		
24	53.6	45.3	54.7		Liverpool	56.2	30.8	3.7	3.7	1.0	0	0.200	0	0.200	4				0.0	0.0	64.1	#ARG!		
24	58.8	58.9	41.1		Liverpool	61.7	40.1	8.7	3.7	1.7	0	0.025	0	0.025	5				0.0	0.0	73.6	#ARG!		
24	63.6	56.1	43.9		Liverpool	66.7	38.1	24.6	3.7	4.0	0	0.000	0	0.000	6				0.0	0.0	76.9	#ARG!		
24	67.1	31.1	68.9		Liverpool	70.5	21.1	16.0	3.7	2.8	0	0.000	0	0.000	7				0.0	0.0	73.6	#ARG!		
24	69.3	50.0	50.0		Liverpool	72.8	34.0	11.9	3.7	2.2	0	0.000	0	0.000	8				0.0	0.0	80.3	#ARG!		
24	68.0	61.3	38.7		Liverpool	71.4	41.7	10.9	3.7	2.0	0	0.000	0	0.000	9				0.0	0.0	82.7	#ARG!		
24	64.5	74.2	25.8		Liverpool	67.7	50.5	34.2	3.7	5.4	0	0.000	0	0.000	10				0.0	0.0	84.4	#ARG!		
24	88.2	50.0	50.0		Liverpool	92.6	34.0	64.6	3.7	9.7	0	0.000	0	0.000	11				0.0	0.0	98.7	#ARG!		
25	51.6	61.3	38.7	Ball	Ball	54.2	41.7								1				59.3	42.6	5.1	#ARG!		
25	51.4	60.3	39.7	Santiago Cazorla	Arsenal	54.0	41.0	0.7	3.7	0.2	1	0.500	1	0.000	1				0.0	0.0	67.8	#ARG!		
25	45.9	73.2	26.8		Arsenal	48.2	49.7	10.0	3.7	1.9	0	0.013	1	0.000	2				0.0	0.0	69.3	#ARG!		
25	46.1	63.2	36.8		Arsenal	48.4	42.9	5.9	3.7	1.3	0	0.050	1	0.000	3				0.0	0.0	64.7	#ARG!		
25	43.2	54.2	45.8		Arsenal	45.4	36.9	10.1	3.7	1.9	0	0.013	1	0.000	4				0.0	0.0	58.5	#ARG!		
25	49.8	34.7	65.3		Arsenal	52.3	23.6	18.2	3.7	3.1	0	0.000	1	0.000	5				0.0	0.0	57.4	#ARG!		
25	54.3	47.4	52.6		Arsenal	57.0	32.2	9.9	3.7	1.9	0	0.013	1	0.000	6				0.0	0.0	65.5	#ARG!		
25	56.6	52.4	47.6		Arsenal	59.4	35.6	8.0	3.7	1.6	0	0.025	1	0.000	7				0.0	0.0	69.3	#ARG!		
25	55.2	67.4	32.6		Arsenal	57.9	45.8	5.6	3.7	1.3	0	0.050	1	0.000	8				0.0	0.0	73.9	#ARG!		
25	62.5	38.4	61.6		Arsenal	65.6	26.1	19.3	3.7	3.2	0	0.000	1	0.000	9				0.0	0.0	70.6	#ARG!		
25	62.9	68.7	31.3		Arsenal	66.0	46.7	12.8	3.7	2.3	0	0.000	1	0.000	10				0.0	0.0	80.9	#ARG!		
25	11.3	49.5	50.5		Arsenal	11.8	33.6	43.1	3.7	6.6	0	0.000	1	0.000	11			Not in view	0.0	0.0	35.7	#ARG!		
25	45.7	61.6	38.4		Liverpool	48.0	41.9	6.2	3.7	1.4	0	0.050	0	0.050	1				0.0	0.0	63.7	#ARG!		
25	49.8	63.2	36.8		Liverpool	52.3	42.9	2.3	3.7	0.6	0	0.300	0	0.300	2				0.0	0.0	67.7	#ARG!		
25	53.6	45.5	54.5		Liverpool	56.2	31.0	10.9	3.7	2.0	0	0.000	0	0.000	3				0.0	0.0	64.2	#ARG!		
25	55.4	52.4	47.6		Liverpool	58.1	35.6	7.2	3.7	1.5	0	0.050	0	0.050	4				0.0	0.0	68.2	#ARG!		
25	54.1	71.3	28.7		Liverpool	56.8	48.5	7.3	3.7	1.5	0	0.025	0	0.025	5				0.0	0.0	74.7	#ARG!		
25	60.9	59.2	40.8		Liverpool	63.9	40.3	9.9	3.7	1.9	0	0.013	0	0.013	6				0.0	0.0	75.6	#ARG!		
25	64.8	35.5	64.5		Liverpool	68.1	24.2	22.4	3.7	3.7	0	0.000	0	0.000	7				0.0	0.0	72.2	#ARG!		
25	66.6	46.1	53.9		Liverpool	69.9	31.3	18.9	3.7	3.2	0	0.000	0	0.000	8				0.0	0.0	76.6	#ARG!		
25	65.2	66.6	33.4		Liverpool	68.4	45.3	14.7	3.7	2.6	0	0.000	0	0.000	9				0.0	0.0	82.1	#ARG!		
25	64.3	73.7	26.3		Liverpool	67.5	50.1	15.7	3.7	2.7	0	0.000	0	0.000	10				0.0	0.0	84.1	#ARG!		
25	88.8	49.7	50.3		Liverpool	93.2	33.8	39.8	3.7	6.2	0	0.000	0	0.000	11			Not in view	0.0	0.0	99.1	#ARG!		
26	60.4	66.3	33.7	Ball	Ball	63.4	45.1								1				54.2	41.7	9.8	#ARG!		
26	61.4	66.8	33.2	Mesut Özil	Arsenal	64.5	45.5	1.2	3.7	0.3	1	0.400	1	0.000	1				0.0	0.0	78.9	#ARG!		
26	56.3	66.3	33.7		Arsenal	59.1	45.1	4.3	3.7	1.1	0	0.100	1	0.000	2				0.0	0.0	74.3	#ARG!		
26	58.2	48.7	51.3		Arsenal	61.1	33.1	12.2	3.7	2.2	0	0.000	1	0.000	3				0.0	0.0	69.5	#ARG!		
26	61.8	35.3	64.7		Arsenal	64.9	24.0	21.2	3.7	3.5	0	0.000	1	0.000	4				0.0	0.0	69.2	#ARG!		
26	50.4	61.8	38.2		Arsenal	52.9	42.1	10.9	3.7	2.0	0	0.000	1	0.000	5				0.0	0.0	67.6	#ARG!		
26	51.4	49.7	50.3		Arsenal	54.0	33.8	14.7	3.7	2.6	0	0.000	1	0.000	6				0.0	0.0	63.7	#ARG!		
26	48.9	27.9	72.1		Arsenal	51.4	19.0	28.8	3.7	4.6	0	0.000	1	0.000	7				0.0	0.0	54.8	#ARG!		
26	42.5	52.4	47.6		Arsenal	44.6	35.6	21.0	3.7	3.5	0	0.000	1	0.000	8				0.0	0.0	57.1	#ARG!		
26	45.2	62.1	37.9		Arsenal	47.4	42.2	16.2	3.7	2.8	0	0.000	1	0.000	9				0.0	0.0	63.5	#ARG!		
26	44.8	71.8	28.2		Arsenal	47.1	48.9	16.7	3.7	2.9	0	0.000	1	0.000	10				0.0	0.0	67.8	#ARG!		
26	11.6	50.0	50.0		Arsenal	12.2	34.0	52.4	3.7	8.0	0	0.000	1	0.000	11			Not in view	0.0	0.0	36.1	#ARG!		
26	52.1	63.2	36.8		Liverpool	54.7	42.9	8.9	3.7	1.7	0	0.025	0	0.025	1				0.0	0.0	69.6	#ARG!		
26	45.7	60.3	39.7		Liverpool	48.0	41.0	15.9	3.7	2.7	0	0.000	0	0.000	2				0.0	0.0	63.1	#ARG!		
26	53.0	45.5	54.5		Liverpool	55.7	31.0	16.1	3.7	2.8	0	0.000	0	0.000	3				0.0	0.0	63.7	#ARG!		
26	56.3	54.5	45.5		Liverpool	59.1	37.0	9.1	3.7	1.8	0	0.013	0	0.013	4				0.0	0.0	69.7	#ARG!		
26	55.9	67.9	32.1		Liverpool	58.7	46.2	4.8	3.7	1.2	0	0.100	0	0.100	5				0.0	0.0	74.7	#ARG!		
26	58.2	63.9	36.1		Liverpool	61.1	43.5	2.8	3.7	0.7	0	0.300	0	0.300	6				0.0	0.0	75.0	#ARG!		
26	63.8	68.2	31.8		Liverpool	66.9	46.3	3.8	3.7	1.0	0	0.100	0	0.100	7				0.0	0.0	81.4	#ARG!		
26	63.0	70.0	30.0		Liverpool	66.2	47.6	3.8	3.7	1.0	0	0.200	0	0.200	8				0.0	0.0	81.5	#ARG!		
26	64.5	34.2	65.8		Liverpool	67.7	23.3	22.3	3.7	3.7	0	0.000	0	0.000	9				0.0	0.0	71.6	#ARG!		
26	65.9	51.6	48.4		Liverpool	69.2	35.1	11.6	3.7	2.1	0	0.000	0	0.000	10				0.0	0.0	77.6	#ARG!		
26	88.2	49.5	50.5		Liverpool	92.6	33.6	31.4	3.7	5.0	0	0.000	0	0.000	11			Not in view	0.0	0.0	98.5	#ARG!		
27	61.3	49.2	50.8	Ball	Ball	64.3	33.5								1				63.4	45.1	11.7	#ARG!		
27	60.9	49.2	50.8	Olivier Giroud	Arsenal	63.9	33.5	0.4	3.7	0.1	1	0.500	1	0.000	1				0.0	0.0	72.2	#ARG!		
27	60.7	57.4	42.6		Arsenal	63.7	39.0	5.6	3.7	1.3	0	0.050	1	0.000	2				0.0	0.0	74.7	#ARG!		
27	60.9	66.8	33.2		Arsenal	63.9	45.5	12.0	3.7	2.2	0	0.000	1	0.000	3				0.0	0.0	78.4	#ARG!		
27	63.6	31.8	68.2		Arsenal	66.7	21.7	12.1	3.7	2.2	0	0.000	1	0.000	4				0.0	0.0	70.2	#ARG!		
27	53.6	24.5	75.5		Arsenal	56.2	16.6	18.7	3.7	3.1	0	0.000	1	0.000	5				0.0	0.0	58.7	#ARG!		
27	51.6	50.3	49.7		Arsenal	54.2	34.2	10.2	3.7	1.9	0	0.013	1	0.000	6				0.0	0.0	64.1	#ARG!		
27	53.4	62.1	37.9		Arsenal	56.1	42.2	12.0	3.7	2.2	0	0.000	1	0.000	7				0.0	0.0	70.2	#ARG!		
27	42.1	50.0	50.0		Arsenal	44.2	34.0	20.1	3.7	3.3	0	0.000	1	0.000	8				0.0	0.0	55.8	#ARG!		
27	44.5	61.1	38.9		Arsenal	46.7	41.5	19.4	3.7	3.2	0	0.000	1	0.000	9				0.0	0.0	62.5	#ARG!		
27	48.0	78.4	21.6		Arsenal	50.4	53.3	24.2	3.7	3.9	0	0.000	1	0.000	10				0.0	0.0	73.4	#ARG!		
27	10.7	49.2	50.8		Arsenal	11.2	33.5	53.1	3.7	8.1	0	0.000	1	0.000	11			Not in view	0.0	0.0	35.3	#ARG!		
27	58.9	48.9	51.1		Liverpool	61.9	33.3	2.4	3.7	0.7	0	0.300	0	0.300	1				0.0	0.0	70.3	#ARG!		
27	55.9	42.4	57.6		Liverpool	58.7	28.8	7.3	3.7	1.5	0	0.025	0	0.025	2				0.0	0.0	65.4	#ARG!		
27	62.1	60.8	39.2		Liverpool	65.2	41.3	7.9	3.7	1.6	0	0.025	0	0.025	3				0.0	0.0	77.2	#ARG!		
27	54.6	63.4	36.6		Liverpool	57.4	43.1	11.9	3.7	2.2	0	0.000	0	0.000	4				0.0	0.0	71.8	#ARG!		
27	57.7	67.6	32.4		Liverpool	60.6	46.0	13.1	3.7	2.3	0	0.000	0	0.000	5				0.0	0.0	76.0	#ARG!		
27	44.5	58.7	41.3		Liverpool	46.7	39.9	18.8	3.7	3.2	0	0.000	0	0.000	6				0.0	0.0	61.4	#ARG!		
27	63.0	71.3	28.7		Liverpool	66.2	48.5	15.1	3.7	2.6	0	0.000	0	0.000	7				0.0	0.0	82.1	#ARG!		
27	65.4	62.9	37.1		Liverpool	68.6	42.8	10.3	3.7	1.9	0	0.013	0	0.013	8				0.0	0.0	80.9	#ARG!		
27	66.6	50.3	49.7		Liverpool	69.9	34.2	5.7	3.7	1.3	0	0.050	0	0.050	9				0.0	0.0	77.8	#ARG!		
27	66.6	34.2	65.8		Liverpool	69.9	23.3	11.6	3.7	2.1	0	0.000	0	0.000	10				0.0	0.0	73.7	#ARG!		
27	88.8	49.5	50.5		Liverpool	93.2	33.6	28.9	3.7	4.6	0	0.000	0	0.000	11			Not in view	0.0	0.0	99.1	#ARG!		
28	66.3	49.5	50.5	Ball	Ball	69.6	33.6								1				64.3	33.5	5.3	#ARG!		
28	65.7	49.5	50.5	James Milner	Liverpool	69.0	33.6	0.6	3.7	0.2	1	0.500	1	0.000	1				0.0	0.0	76.8	#ARG!		
28	67.1	52.6	47.4		Liverpool	70.5	35.8	2.3	3.7	0.6	0	0.300	1	0.000	2				0.0	0.0	79.1	#ARG!		
28	57.9	38.4	61.6		Liverpool	60.8	26.1	11.6	3.7	2.1	0	0.000	1	0.000	3				0.0	0.0	66.1	#ARG!		
28	54.5	65.8	34.2		Liverpool	57.2	44.7	16.6	3.7	2.8	0	0.000	1	0.000	4				0.0	0.0	72.6	#ARG!		
28	44.8	60.5	39.5		Liverpool	47.1	41.2	23.7	3.7	3.9	0	0.000	1	0.000	5				0.0	0.0	62.5	#ARG!		
28	60.5	68.7	31.3		Liverpool	63.6	46.7	14.4	3.7	2.5	0	0.000	1	0.000	6				0.0	0.0	78.9	#ARG!		
28	71.3	30.3	69.7		Liverpool	74.8	20.6	14.1	3.7	2.5	0	0.000	1	0.000	7				0.0	0.0	77.6	#ARG!		
28	70.7	45.0	55.0		Liverpool	74.2	30.6	5.6	3.7	1.3	0	0.050	1	0.000	8				0.0	0.0	80.3	#ARG!		
28	71.4	54.2	45.8		Liverpool	75.0	36.9	6.3	3.7	1.4	0	0.050	1	0.000	9				0.0	0.0	83.6	#ARG!		
28	67.3	66.6	33.4		Liverpool	70.7	45.3	11.7	3.7	2.1	0	0.000	1	0.000	10				0.0	0.0	83.9	#ARG!		
28	88.2	49.7	50.3		Liverpool	92.6	33.8	23.1	3.7	3.8	0	0.000	1	0.000	11			Not in view	0.0	0.0	98.6	#ARG!		
28	65.5	49.5	50.5		Arsenal	68.8	33.6	0.8	3.7	0.2	0	0.500	0	0.500	1				0.0	0.0	76.6	#ARG!		
28	67.3	50.3	49.7		Arsenal	70.7	34.2	1.2	3.7	0.3	0	0.400	0	0.400	2				0.0	0.0	78.5	#ARG!		
28	65.2	58.7	41.3		Arsenal	68.4	39.9	6.4	3.7	1.4	0	0.050	0	0.050	3				0.0	0.0	79.2	#ARG!		
28	66.4	38.9	61.1		Arsenal	69.8	26.5	7.2	3.7	1.5	0	0.050	0	0.050	4				0.0	0.0	74.6	#ARG!		
28	58.2	21.3	78.7		Arsenal	61.1	14.5	20.9	3.7	3.5	0	0.000	0	0.000	5				0.0	0.0	62.8	#ARG!		
28	49.1	76.3	23.7		Arsenal	51.6	51.9	25.6	3.7	4.1	0	0.000	0	0.000	6				0.0	0.0	73.2	#ARG!		
28	53.6	61.1	38.9		Arsenal	56.2	41.5	15.5	3.7	2.7	0	0.000	0	0.000	7				0.0	0.0	69.9	#ARG!		
28	52.3	50.5	49.5		Arsenal	54.9	34.4	14.6	3.7	2.6	0	0.000	0	0.000	8				0.0	0.0	64.8	#ARG!		
28	46.4	62.6	37.4		Arsenal	48.8	42.6	22.7	3.7	3.7	0	0.000	0	0.000	9				0.0	0.0	64.7	#ARG!		
28	45.0	51.3	48.7		Arsenal	47.3	34.9	22.3	3.7	3.7	0	0.000	0	0.000	10				0.0	0.0	58.7	#ARG!		
28	11.3	50.3	49.7		Arsenal	11.8	34.2	57.8	3.7	8.7	0	0.000	0	0.000	11			Not in view	0.0	0.0	36.2	#ARG!		
29	71.6	57.9	42.1	Ball	Ball	75.2	39.4								1				69.6	33.6	8.0	#ARG!		
29	71.4	56.3	43.7	James Milner	Liverpool	75.0	38.3	1.1	3.7	0.3	1	0.400	1	0.000	1				69.0	33.6	7.6	#ARG!		
29	72.1	72.1	27.9		Liverpool	75.7	49.0	9.7	3.7	1.9	0	0.013	1	0.000	2				0.0	0.0	90.2	#ARG!		
29	77.9	57.6	42.4		Liverpool	81.8	39.2	6.6	3.7	1.4	0	0.050	1	0.000	3				0.0	0.0	90.7	#ARG!		
